boat_items
;
model,category,description;
FY720,ÁREA TÉCNICA,Medidor visível de nível do tanque de combustível;
FY720,ÁREA TÉCNICA,Tanque de combustível GRP (4700l) com decantador e descarga integrados;
FY720,ÁREA TÉCNICA,Lâmpada portátil com carretel de cabo retrátil;
FY720,ÁREA TÉCNICA,Filtros do motor diesel Racor (2) com bypass + Hummel;
FY720,ÁREA TÉCNICA,Pré-filtro para o combustível do gerador;
FY720,ÁREA TÉCNICA,Filtro de água para sistema de refrigeração do gerador;
FY720,ÁREA TÉCNICA,Filtro de água (2) para sistema de refrigeração do motor;
FY720,ÁREA TÉCNICA,Aquecedor de água (80l 230V);
FY720,ÁREA TÉCNICA,Antepara dianteira estanque;
FY720,ÁREA TÉCNICA,Piso de madeira com superfície antiderrapante EQUIPAMENTO DE PROPULSÃO E CONTROLE Propulsão e controle;
FY720,Propulsão e controle,Bow thruster (16hp);
FY720,Propulsão e controle,Direção eletro-hidráulica - Stering System;
FY720,Propulsão e controle,Transmissão da linha do eixo;
FY720,Propulsão e controle,Escapes silenciadores;
FY720,Propulsão e controle,Selos mecânicos Sistemas de estabilização;
FY720,Sistemas de estabilização,Flaps - Interceptores EQUIPAMENTO ELETRÔNICO Sistema de monitoramento;
FY720,Sistema de monitoramento,Sistema de monitoramento integrado (integrado ao sistema de navegação) com tela touchscreen (naviop) Navegação;
FY720,Sistema de monitoramento,Controle do piloto automático (comando principal);
FY720,Sistema de monitoramento,Radar de banda larga;
"FY720,Sistema de monitoramento,""Display touchscreen multifunção para sistema de navegação (GPS, plotter cartográfico, radar) (3)""";
"FY720,Sistema de monitoramento,""Display touchscreen multifunção para sistema de navegação (GPS, chartplotter, radar) com repetidor SISTEMAS Sistema de extinção de incêndio""";
FY720,Sistema de extinção de incêndio,Sistema de emergência manual corta combustível;
"FY720,Sistema de extinção de incêndio,""Sistema de extinção de incêndio FM200 na sala de máquinas, com controle automático/manual""";
FY720,Sistema de extinção de incêndio,Extintores de incêndio portáteis;
FY720,Sistema de extinção de incêndio,Sistema de alarme de detecção de fumaça Sistema de ar condicionado;
"FY720,Sistema de ar condicionado,""Sistema de ar-condicionado tropical (salão, cozinha, comando principal, cabines e banheiros) Sistema elétrico""";
FY720,Sistema de ar condicionado,Carregador automático de baterias 24V para baterias auxiliares de serviço;
FY720,Sistema de ar condicionado,Carregador automático de baterias 24V para baterias de motor;
FY720,Sistema de ar condicionado,Banco de baterias para carga doméstica;
FY720,Sistema de ar condicionado,Banco de baterias para partida do motor;
FY720,Sistema de ar condicionado,Chaves seccionadoras da bateria: mecânica (casa de máquinas) e eletrônica (cockpit);
FY720,Sistema de ar condicionado,Proteção catódica com anodos;
FY720,Sistema de ar condicionado,Tomadas duplas internas 120v;
"FY720,Sistema de ar condicionado,""Gerador 120/240V 21,5kw 60Hz""";
FY720,Sistema de ar condicionado,Bateria de partida do gerador 12V;
FY720,Sistema de ar condicionado,Transformador 25kVA;
FY720,Sistema de ar condicionado,Iluminação em LED 24V;
FY720,Sistema de ar condicionado,Chave de desconexão manual da bateria para gerador;
FY720,Sistema de ar condicionado,Interruptor paralelo da bateria elétrica mecânica (cockpit);
FY720,Sistema de ar condicionado,Predisposição para instalação de TVs e decoders em todas as cabines: cabo 120V + conector F + cabos de antena de TV;
FY720,Sistema de ar condicionado,Cabo de tomada de cais (100A 60Hz) Sistema de porão;
FY720,Sistema de porão,Bomba elétrica para drenagem do porão na sala de máquinas;
"FY720,Sistema de porão,""Bombas elétricas 4 (caixa de direção, casa de máquinas (2), espaço de alojamento)""";
FY720,Sistema de porão,Tubo de sucção do porão de emergência (casa de máquinas) através da bomba de arrefecimento do motor;
"FY720,Sistema de porão,""Bomba elétrica multiuso (porão, água cinza, água preta) Sistemas sanitários e de água""";
FY720,Sistemas sanitários e de água,Bomba elétrica automática para descarga do tanque de águas negras;
FY720,Sistemas sanitários e de água,Bomba elétrica automática para descarga do tanque de águas cinzas;
FY720,Sistemas sanitários e de água,Tanque de águas negras (350l) com medidor (3/4 e cheio);
FY720,Sistemas sanitários e de água,Sistema de sanitário elétrico com água doce;
FY720,Sistemas sanitários e de água,Bomba autoclave de água doce (24V) com controle eletrônico;
FY720,Sistemas sanitários e de água,Tanque de água doce (1000l);
FY720,Sistemas sanitários e de água,Tanque de águas cinzas (360l);
FY720,Sistemas sanitários e de água,Predisposição para dessalinizador;
FY720,Sistemas sanitários e de água,Sistema de combate a incêndio com água do mar e lavagem da corrente;
FY720,Sistemas sanitários e de água,Válvula de 3 vias na cozinha;
"FY720,Sistemas sanitários e de água,""Aquecedor de água (230V 80l) Versão clara, com acabamento “Canettato”""";
"FY720,""Versão clara, com acabamento “Canettato”"",""Luzes de cortesia para área interna (master, Vip, cabine de hóspedes (2) e escada de acesso ao deck inferior)""";
"FY720,""Versão clara, com acabamento “Canettato”"",Tendalino de cobertura para a popa de flybridge";
"FY720,""Versão clara, com acabamento “Canettato”"",Chuveiro removível na popa";
"FY720,""Versão clara, com acabamento “Canettato”"",Stern Thruster";
"FY720,""Versão clara, com acabamento “Canettato”"",""Gerador auxiliar 21,5kw""";
"FY720,""Versão clara, com acabamento “Canettato”"",Luzes de cortesia nos passadiços";
"FY720,""Versão clara, com acabamento “Canettato”"",Luminárias retráteis na proa (par)";
"FY720,""Versão clara, com acabamento “Canettato”"",Luzes de cortesia na proa";
"FY720,""Versão clara, com acabamento “Canettato”"",Luzes de cortesia na escada de acesso ao Flybridge";
"FY720,""Versão clara, com acabamento “Canettato”"",Luzes de cortesia no acesso a plataforma de banho";
"FY720,""Versão clara, com acabamento “Canettato”"",""Piso parquet no deck principal (salão, área de jantar, cozinha e comando principal)""";
"FY720,""Versão clara, com acabamento “Canettato”"",Revestimento em teca no Flybridge";
"FY720,""Versão clara, com acabamento “Canettato”"",Lixeira no cockpit";
"FY720,""Versão clara, com acabamento “Canettato”"",Entrada de água doce de cais";
"FY720,""Versão clara, com acabamento “Canettato”"",Separador de fumaça para os geradores";
"FY720,""Versão clara, com acabamento “Canettato”"",""Upgrade de telas Simrad - Monitores EVO3 no comando principal 4 x 16"", e Monitores EVO3 no comando do Flybridge, 2 x 12''""";
"FY720,""Versão clara, com acabamento “Canettato”"",Cortinas elétricas no salão";
"FY720,""Versão clara, com acabamento “Canettato”"",Cortinas elétricas na cabine master";
"FY720,""Versão clara, com acabamento “Canettato”"",Estabilizador Seakeeper - NG9 e NG6";
"FY720,""Versão clara, com acabamento “Canettato”"",""Terceira estação de comando no cockpit, com cobertura""";
"FY720,""Versão clara, com acabamento “Canettato”"",Revestimento em teca nos passadiços e proa";
"FY720,""Versão clara, com acabamento “Canettato”"",Revestimento em teca na plataforma de banho";
"FY720,""Versão clara, com acabamento “Canettato”"",""Lift elétrico para TV 48"" no Salão""";
"FY720,""Versão clara, com acabamento “Canettato”"",Hard Top com lâminas de sombreamento";
"FY720,""Versão clara, com acabamento “Canettato”"",Dessalinizador";
"FY720,""Versão clara, com acabamento “Canettato”"",Pintura anti-fouling";
"FY720,""Versão clara, com acabamento “Canettato”"",Icemaker na popa";
"FY720,""Versão clara, com acabamento “Canettato”"",Icemaker no Flybridge";
"FY720,""Versão clara, com acabamento “Canettato”"",TVs + soundbar nas cabines (substitui alto falantes)";
"FY720,""Versão clara, com acabamento “Canettato”"",Luzes submergíveis (8)";
"FY720,""Versão clara, com acabamento “Canettato”"",Farol de busca elétrico";
"FY720,""Versão clara, com acabamento “Canettato”"",Câmeras de monitoramento (2 internas e 1 externa)";
"FY720,""Versão clara, com acabamento “Canettato”"",Tendalino de cobertura para a proa";
"FY720,""Versão clara, com acabamento “Canettato”"",Mesa em teca na proa";
"FY720,""Versão clara, com acabamento “Canettato”"",Revestimento em mármore nas paredes do banheiro e do box da cab. máster";
"FY720,""Versão clara, com acabamento “Canettato”"",Pisos dos WC em mármore";
"FY720,""Versão clara, com acabamento “Canettato”"",Lounge de popa do flybridge com móveis soltos Tidelli ou Artefacto";
"FY720,""Versão clara, com acabamento “Canettato”"",Stobag elétrico na popa";
FY850,CONVÉS PRINCIPAL,Acesso ao flybridge por escada de aço inox e degraus de teca com corrimão em aço inox;
FY850,CONVÉS PRINCIPAL,Acesso a plataforma de popa por degraus de teca e corrimão em aço inox;
FY850,CONVÉS PRINCIPAL,Acesso a praça de máquinas por porta a bombordo e escotilha no cockpit e escada de aço inox e degraus de teca;
FY850,CONVÉS PRINCIPAL,Garagem de popa com iluminação;
FY850,CONVÉS PRINCIPAL,Pega-mão de popa com cunhos (2);
FY850,CONVÉS PRINCIPAL,Porta de correr de vidro com armação de aço inox;
FY850,CONVÉS PRINCIPAL,Croque de amarração (2);
FY850,CONVÉS PRINCIPAL,Passa-cabos de proa em inox (2);
FY850,CONVÉS PRINCIPAL,Púlpito de proa com guarda-corpo;
FY850,CONVÉS PRINCIPAL,Bow thruster (hidráulico de 30hp);
"FY850,CONVÉS PRINCIPAL,""Ancoras Bruce (50Kg e 30Kg) com 2 correntes (100 m e 75 m, 12mm diâmetro)""";
FY850,CONVÉS PRINCIPAL,Cadeiras no Cockpit (4);
FY850,CONVÉS PRINCIPAL,Defensas cilíndricas (8);
"FY850,CONVÉS PRINCIPAL,""Guinchos de ancora elétricos (2 x 2700 W) com controle na proa, comando principal e comando do flybridge""";
FY850,CONVÉS PRINCIPAL,Porta da Garagem eletro-hidráulica submersível com revestimento de teca na parte interna;
FY850,CONVÉS PRINCIPAL,Alarme acústico externo para nível de água de porão localizados na proa e popa;
FY850,CONVÉS PRINCIPAL,Capas para defensas (10) com logo Ferretti Yachts;
FY850,CONVÉS PRINCIPAL,Guinchos de amarração com controle de pé (2x 1500 W);
FY850,CONVÉS PRINCIPAL,Escotilhas de acesso ao bico de proa (2);
FY850,CONVÉS PRINCIPAL,Icemaker no Cockpit;
FY850,CONVÉS PRINCIPAL,Luzes indiretas nas laterais do convés e proa;
FY850,CONVÉS PRINCIPAL,Iluminação no cockpit;
FY850,CONVÉS PRINCIPAL,Iluminação nas laterais de passagem;
"FY850,CONVÉS PRINCIPAL,""Living e solário na proa com sofás, paióis para armazenamento, capas e mesa""";
FY850,CONVÉS PRINCIPAL,Porta-cabos no bico de proa;
FY850,CONVÉS PRINCIPAL,Cabos de amarração (72 m);
FY850,CONVÉS PRINCIPAL,Postos de amarração (2) com capas de fibra e paióis para armazenamento de cabos.;
FY850,CONVÉS PRINCIPAL,Trilho para capa de cobertura (cockpit e passagens laterais);
FY850,CONVÉS PRINCIPAL,Tela de proteção para para-brisa e janelas laterais da casaria;
FY850,CONVÉS PRINCIPAL,Puxadores na casa de máquinas para desligamento de motores e ativação do sistema de ex¬tinção de incêndio;
"FY850,CONVÉS PRINCIPAL,""Passa-cabos com roletes, na popa (2), proa (3), mangueiras de incêndio de água salgada e lavador de âncora""";
"FY850,CONVÉS PRINCIPAL,""Cabo de energia de cais (230 V, 15m)""";
FY850,CONVÉS PRINCIPAL,Chuveiro com água quente e fria (acesso degrau na plataforma de popa);
FY850,CONVÉS PRINCIPAL,Porta de saída lateral (2);
FY850,CONVÉS PRINCIPAL,Pia com água quente e fria na praça de popa;
FY850,CONVÉS PRINCIPAL,Ferragens em aço inox;
"FY850,CONVÉS PRINCIPAL,""Cunhos em aço inox: popa (4), meia-nau (2), e proa (3)""";
FY850,CONVÉS PRINCIPAL,Sofá de popa com encosto reposicionável para uso como solário;
FY850,CONVÉS PRINCIPAL,Paiol no suporte de boreste;
FY850,CONVÉS PRINCIPAL,Solário na proa com colchão e almofadas e paióis;
"FY850,CONVÉS PRINCIPAL,""Plataforma de popa Eletro-hidráulica dobrável, com revestimento de teca""";
FY850,CONVÉS PRINCIPAL,Mesa do cockpit em teca;
FY850,CONVÉS PRINCIPAL,Teca no piso do convés principal;
FY850,CONVÉS PRINCIPAL,Passarela eletro-hidráulica com revestimento de teca e controle remoto (2) e hastes de guarda corpo com levantamento automático;
FY850,CONVÉS PRINCIPAL,Caixas de som a prova d’água (2) no cockpit com amplificador e controle remoto Salão;
FY850,Salão,Porta manual do salão deslizante em vidro temperado com estrutura em aço inox;
FY850,Salão,Ar-condicionado;
FY850,Salão,Móvel bar;
FY850,Salão,Armário com prateleiras;
FY850,Salão,Iluminação de teto de cortesia;
FY850,Salão,Resfriador de gaveta (lt75 24V);
FY850,Salão,Carpete;
FY850,Salão,Sistema de som;
"FY850,Salão,""Área de estar (sofá, mesa de café)""";
FY850,Salão,Cortinas padrão na porta traseira;
FY850,Salão,Cortinas padrão nas janelas laterais;
FY850,Salão,TV LED 40” ou equivalente Área de Jantar;
FY850,Área de Jantar,Acesso à cozinha (porta de correr);
FY850,Área de Jantar,Ar condicionado;
FY850,Área de Jantar,Estantes (2);
"FY850,Área de Jantar,""Cadeiras (8), louça de mesa, copos e talheres de aço inoxidável, para 12""";
FY850,Área de Jantar,Cristaleira;
FY850,Área de Jantar,Mesa de jantar;
FY850,Área de Jantar,Carpete;
FY850,Área de Jantar,Cortinas padrão nas janelas laterais;
FY850,Área de Jantar,Degraus de madeira para o convés inferior Lavabo;
FY850,Lavabo,Vaso elétrico de cerâmica com água fresca;
FY850,Lavabo,Exaustor;
FY850,Lavabo,Espelho;
FY850,Lavabo,Persianas;
FY850,Lavabo,Lavatório;
FY850,Lavabo,Painel de controle do vaso sanitário com indicador (3/4 e cheio);
FY850,Lavabo,Pavimento de madeira Área da Cozinha;
FY850,Área da Cozinha,Acesso à área de jantar (porta de correr);
FY850,Área da Cozinha,Painel elétrico;
FY850,Área da Cozinha,Carpete;
"FY850,Área da Cozinha,""Porta de saída lateral manual, porta deslizante de acesso a cozinha e degraus de madeira""";
FY850,Área da Cozinha,Degraus de madeira com corrimão de aço inoxidável na posição elevada do leme principal Cozinha/ Galley;
FY850,Cozinha/ Galley,Ar condicionado;
FY850,Cozinha/ Galley,Armário com prateleira e gavetas;
FY850,Cozinha/ Galley,Degraus de acesso a área da tripulação;
FY850,Cozinha/ Galley,Cooktop cerâmico;
FY850,Cozinha/ Galley,Bancada;
FY850,Cozinha/ Galley,Sala de jantar com assentos e mesa;
FY850,Cozinha/ Galley,Lava-louça;
FY850,Cozinha/ Galley,Forno combinado elétrico/ Micro-ondas;
FY850,Cozinha/ Galley,Exaustor com tomada externa (230V);
"FY850,Cozinha/ Galley,""Geladeira (204lt) e freezer (72lt 230V, 24v através do inversor)""";
FY850,Cozinha/ Galley,Armários suspensos com prateleiras;
FY850,Cozinha/ Galley,Janelas laterais com abertura em aço inoxidável;
FY850,Cozinha/ Galley,Porta de correr (2) para a cozinha;
FY850,Cozinha/ Galley,Pia de aço inoxidável com água quente/fria e piso de madeira de vinil;
FY850,Cozinha/ Galley,Piso vinílico padrão madeira Comando Principal;
FY850,Comando Principal,Ar-condicionado;
FY850,Comando Principal,Unidade de controle piloto automático;
"FY850,Comando Principal,""Barômetro, relógio e higrômetro""";
FY850,Comando Principal,Tomada (12V);
FY850,Comando Principal,Banco do co-piloto;
FY850,Comando Principal,Sistema de direção eletro-hidráulico;
FY850,Comando Principal,Manete com joystick “easy-dock” e função auto-troll;
FY850,Comando Principal,Controle eletrônico de contagem de corrente;
FY850,Comando Principal,Banco do piloto;
FY850,Comando Principal,Paralelo de bateria instantâneo;
FY850,Comando Principal,Manual digital interativo no Ipad;
FY850,Comando Principal,Bússola magnética;
FY850,Comando Principal,Console principal com instrumentação completa;
FY850,Comando Principal,Sistema de monitoramento integrado com tela touch-screen;
"FY850,Comando Principal,""Radar, chartplotter e GPS, sonda com display LCD colorido e profundímetro""";
FY850,Comando Principal,Indicador de ângulo de leme;
FY850,Comando Principal,Porta de saída lateral com janela de abrir;
FY850,Comando Principal,Painel elétrico sinóptico com alarmes acústicos e visuais;
FY850,Comando Principal,VHF;
FY850,Comando Principal,Limpador de para-brisa (2) com timer;
FY850,Comando Principal,Piso de madeira;
FY850,Comando Principal,Degraus de madeira de acesso a área da cozinha;
FY850,Comando Principal,Pintura com primer debaixo do anti-encrustante FLYBRIDGE;
FY850,FLYBRIDGE,Acesso ao flybridge por escada de aço inox e degraus de teca com corrimão em aço inox;
FY850,FLYBRIDGE,Radar de banda larga;
FY850,FLYBRIDGE,Gaiuta na escadaria do cockpit;
FY850,FLYBRIDGE,Luzes de cortesia;
FY850,FLYBRIDGE,Cobertura para o console e para o banco do piloto;
FY850,FLYBRIDGE,Mastro de sinais de navegação diurnos;
FY850,FLYBRIDGE,Mastro de bandeira;
"FY850,FLYBRIDGE,""Móvel com bar completo (Refrigerador de 50lt, armário, bancada, pia)""";
FY850,FLYBRIDGE,Targa de fibra de vidro para radar;
"FY850,FLYBRIDGE,""Coletes salva vidas (12), boia flutuante com retinida e facho Holmes""";
FY850,FLYBRIDGE,Iluminação no flybridge;
FY850,FLYBRIDGE,Luzes de navegação;
FY850,FLYBRIDGE,Para-brisa de policarbonato e armação de aço inoxidável;
FY850,FLYBRIDGE,Farol de busca portátil 12 V;
FY850,FLYBRIDGE,Guarda-corpo;
FY850,FLYBRIDGE,Sofás com cobertura (3);
FY850,FLYBRIDGE,Mastro de bandeiras e sinais de navegação de aço inoxidável;
FY850,FLYBRIDGE,Mesa;
FY850,FLYBRIDGE,Antena de TV;
FY850,FLYBRIDGE,Buzina com compressor;
FY850,FLYBRIDGE,Alto-falante a prova d’água (2);
FY850,FLYBRIDGE,Comando do Flybridge;
FY850,FLYBRIDGE,Sistema de direção eletro-hidráulica;
FY850,FLYBRIDGE,Controle eletrônico com manete com joystick “easy-dock” e função auto-troll;
FY850,FLYBRIDGE,Contador eletrônico de corrente;
FY850,FLYBRIDGE,Banco do piloto com paiol;
FY850,FLYBRIDGE,Painel de instrumentos;
"FY850,FLYBRIDGE,""Sistema de som Mini Hi-Fi, a prova d’água com bluetooth""";
"FY850,FLYBRIDGE,""Radar, repetidor de chartplotter com tela touch screen LCD colorida, GPS e piloto automático""";
FY850,FLYBRIDGE,Indicador de ângulo do leme;
FY850,FLYBRIDGE,Segunda posição de comando equipada com instrumentos e alarmes;
FY850,FLYBRIDGE,Tomada 12 V;
FY850,FLYBRIDGE,VHF Convés Inferior Lobby;
FY850,Lobby,Acesso área convés Principal (escada madeira e corrimão em aço inox);
FY850,Lobby,Carpete Cabine Master;
FY850,Cabine Master,Ar-Condicionado;
FY850,Cabine Master,Mesas de cabeceira (2) com gaveta;
FY850,Cabine Master,Cofre Digital;
"FY850,Cabine Master,""Cama casal com colchão, travesseiros e jogo de cama, armazenamento""";
FY850,Cabine Master,Gavetas (2);
"FY850,Cabine Master,""Penteadeira com cômoda, prateleiras, espelho e pufe""";
FY850,Cabine Master,Carpete;
FY850,Cabine Master,Janelas de casco (2) com vigias de aço inoxidável;
FY850,Cabine Master,Iluminação indireta;
FY850,Cabine Master,Som HI-FI CD/DVD;
FY850,Cabine Master,Espelhos;
FY850,Cabine Master,Ventilação natural embaixo da cama;
FY850,Cabine Master,Luzes de Leitura;
FY850,Cabine Master,Cortina romana e blackout nas janelas laterais;
FY850,Cabine Master,TV led 32” ou equivalente;
FY850,Cabine Master,Cabeceira de cama acolchoada;
FY850,Cabine Master,Guarda-roupas com espelho no interior Banheiro Cabine Master;
FY850,Banheiro Cabine Master,Gabinete com Gavetas;
FY850,Banheiro Cabine Master,Bidé Cerâmica;
FY850,Banheiro Cabine Master,Porta de banheiro;
FY850,Banheiro Cabine Master,Vaso elétrico;
FY850,Banheiro Cabine Master,Pia de vidro (2) com bancada em Corian;
"FY850,Banheiro Cabine Master,""Janela de casco com vigias de aço inoxidável,""";
FY850,Banheiro Cabine Master,Espelhos;
FY850,Banheiro Cabine Master,Cortinas;
FY850,Banheiro Cabine Master,Cortina prova d`água para janela chuveiro;
FY850,Banheiro Cabine Master,Chuveiro e assento madeira;
FY850,Banheiro Cabine Master,Piso cerâmico;
FY850,Banheiro Cabine Master,Painel de controle vaso com medidor do tanque de águas negras (3/4 e cheio) Cabine VIP;
FY850,Cabine VIP,Ar-Condicionado;
FY850,Cabine VIP,Mesas de cabeceira (2) com gaveta;
FY850,Cabine VIP,Iluminação cortesia teto;
"FY850,Cabine VIP,""Cama casal com colchão, travesseiros e jogo de cama, armazenamento""";
FY850,Cabine VIP,Gavetas;
"FY850,Cabine VIP,""Penteadeira com cômoda, prateleiras, espelho e cadeira""";
FY850,Cabine VIP,Carpete;
FY850,Cabine VIP,Janela de casco com vigias de aço inoxidável (2);
FY850,Cabine VIP,Mini som com tomada USB;
FY850,Cabine VIP,Espelho;
FY850,Cabine VIP,Luzes de Leitura;
FY850,Cabine VIP,Cortina padrão e black out nas janelas laterais;
FY850,Cabine VIP,Predisposição para TV;
FY850,Cabine VIP,Cabeceira de cama acolchoada;
FY850,Cabine VIP,Ventilação natural embaixo da cama;
FY850,Cabine VIP,Guarda-roupa Banheiro VIP;
FY850,Banheiro VIP,Exaustor de ar;
FY850,Banheiro VIP,Gabinete com Gavetas e Portas;
FY850,Banheiro VIP,Bidé Cerâmico;
FY850,Banheiro VIP,Cortinas;
FY850,Banheiro VIP,Vaso elétrico;
FY850,Banheiro VIP,Janela de casco com vigias de aço inoxidável;
FY850,Banheiro VIP,Pia com bancada em Corian;
FY850,Banheiro VIP,Armário superior com porta e espelho;
"FY850,Banheiro VIP,""Chuveiro com porta de vidro, piso madeira""";
FY850,Banheiro VIP,Painel de controle vaso com medidor do tanque de águas negras (3/4 e cheio);
FY850,Banheiro VIP,Piso de madeira Cabine Hóspedes Bombordo;
FY850,Cabine Hóspedes Bombordo,Ar-Condicionado;
FY850,Cabine Hóspedes Bombordo,Mesas de cabeceira (2) com gaveta;
FY850,Cabine Hóspedes Bombordo,Iluminação cortesia teto;
"FY850,Cabine Hóspedes Bombordo,""Cama casal com colchão, travesseiros e jogo de cama, armazenamento""";
FY850,Cabine Hóspedes Bombordo,Carpete;
FY850,Cabine Hóspedes Bombordo,Janela de casco com vigias de aço inoxidável (2);
FY850,Cabine Hóspedes Bombordo,Mini som com tomada USB;
FY850,Cabine Hóspedes Bombordo,Espelhos;
FY850,Cabine Hóspedes Bombordo,Luzes de Leitura;
FY850,Cabine Hóspedes Bombordo,Cortina romana e blackout nas janelas laterais;
FY850,Cabine Hóspedes Bombordo,Predisposição para TV;
FY850,Cabine Hóspedes Bombordo,Cabeceira de cama acolchoada;
FY850,Cabine Hóspedes Bombordo,Ventilação natural embaixo da cama;
FY850,Cabine Hóspedes Bombordo,Guarda-roupa Banheiro Cabine Hóspedes;
FY850,Banheiro Cabine Hóspedes,Armário com gavetas e portas;
FY850,Banheiro Cabine Hóspedes,Vaso sanitário cerâmico;
FY850,Banheiro Cabine Hóspedes,Janela de casco com vigias de aço inoxidável;
FY850,Banheiro Cabine Hóspedes,Pia com bancada em Corian;
FY850,Banheiro Cabine Hóspedes,Armário superior com porta e espelho;
FY850,Banheiro Cabine Hóspedes,Cortinas;
FY850,Banheiro Cabine Hóspedes,Chuveiro com porta de vidro e assento madeira;
FY850,Banheiro Cabine Hóspedes,Painel de controle vaso com medidor do tanque de águas negras (3/4 e cheio);
FY850,Banheiro Cabine Hóspedes,Piso de madeira Cabine Hóspedes Boreste;
FY850,Cabine Hóspedes Boreste,Ar-Condicionado;
"FY850,Cabine Hóspedes Boreste,""Camas (2) com colchão, travesseiros e jogo de cama""";
FY850,Cabine Hóspedes Boreste,Mesa de cabeceira com gaveta;
FY850,Cabine Hóspedes Boreste,Iluminação cortesia teto;
FY850,Cabine Hóspedes Boreste,Gavetas embaixo da cama;
FY850,Cabine Hóspedes Boreste,Carpete;
FY850,Cabine Hóspedes Boreste,Janela de casco com vigias de aço inoxidável;
FY850,Cabine Hóspedes Boreste,Mini som com tomada USB;
FY850,Cabine Hóspedes Boreste,Espelhos;
FY850,Cabine Hóspedes Boreste,Luzes de Leitura;
FY850,Cabine Hóspedes Boreste,Cortina romana e blackout nas janelas laterais;
FY850,Cabine Hóspedes Boreste,Predisposição para TV;
FY850,Cabine Hóspedes Boreste,Cabeceira de cama acolchoada;
FY850,Cabine Hóspedes Boreste,Ventilação natural embaixo da cama;
FY850,Cabine Hóspedes Boreste,Guarda-roupa Cabine Hóspedes Boreste;
FY850,Cabine Hóspedes Boreste,Armário com gavetas e portas;
FY850,Cabine Hóspedes Boreste,Vaso elétrico cerâmico;
FY850,Cabine Hóspedes Boreste,Janela de casco com vigias de aço inoxidável;
FY850,Cabine Hóspedes Boreste,Pia com bancada em Corian;
FY850,Cabine Hóspedes Boreste,Armário superior com porta e espelho;
FY850,Cabine Hóspedes Boreste,Cortinas;
"FY850,Cabine Hóspedes Boreste,""Chuveiro com porta de vidro, assento madeira""";
FY850,Cabine Hóspedes Boreste,Painel de controle vaso com medidor do tanque de águas negras (3/4 e cheio);
FY850,Cabine Hóspedes Boreste,Piso de madeira ÁREA TRIPULAÇÃO Banheiro Capitão;
FY850,Banheiro Capitão,Vaso elétrico;
FY850,Banheiro Capitão,Armários com prateleiras e portas;
"FY850,Banheiro Capitão,""Chuveiro com porta de vidro, assento madeira""";
FY850,Banheiro Capitão,Vigia em aço inoxidável;
FY850,Banheiro Capitão,Lavatório;
FY850,Banheiro Capitão,Painel de controle vaso com medidor do tanque de águas negras (3/4 e cheio) Cabine Capitão;
FY850,Cabine Capitão,Ar-Condicionado;
"FY850,Cabine Capitão,""Cama com colchão, travesseiros e jogo de cama""";
FY850,Cabine Capitão,Total equipado com carpete;
FY850,Cabine Capitão,Armários e Prateleiras;
FY850,Cabine Capitão,Armário superior com porta e espelho;
FY850,Cabine Capitão,Luzes de Leitura (2);
FY850,Cabine Capitão,Vigias em aço inoxidável (2);
FY850,Cabine Capitão,Guarda-roupas Banheiro Tripulação;
FY850,Banheiro Tripulação,Vaso elétrico;
FY850,Banheiro Tripulação,Armários com prateleiras e portas;
"FY850,Banheiro Tripulação,""Chuveiro com porta de vidro, assento madeira""";
FY850,Banheiro Tripulação,Vigia em aço inoxidável;
FY850,Banheiro Tripulação,Lavatório;
FY850,Banheiro Tripulação,Painel de controle vaso com medidor do tanque de águas negras (3/4 e cheio) Cabine da tripulação a estibordo;
FY850,Cabine da tripulação a estibordo,Ar-condicionado;
"FY850,Cabine da tripulação a estibordo,""Beliches (2) com colchões, travesseiros e colchas""";
FY850,Cabine da tripulação a estibordo,Carpete;
FY850,Cabine da tripulação a estibordo,Armários com prateleiras (2);
FY850,Cabine da tripulação a estibordo,Luzes de leitura (2);
FY850,Cabine da tripulação a estibordo,Vigias de aço inoxidável que podem ser abertas (2);
FY850,Cabine da tripulação a estibordo,Guarda-roupas Lobby na área da tripulação;
FY850,Lobby na área da tripulação,Acesso ao convés principal através de degraus acarpetados;
FY850,Lobby na área da tripulação,Drenagem para lavadora e secadora;
FY850,Lobby na área da tripulação,Máquina de secar;
FY850,Lobby na área da tripulação,Máquina de lavar;
FY850,Lobby na área da tripulação,Carpete ÁREA TÉCNICA Sala de máquinas;
FY850,Sala de máquinas,Acessos à praça de popa (2) através de escada em aço inox e degraus em teca a bombordo;
FY850,Sala de máquinas,Entrada de ar (2) com separador ar/ água;
FY850,Sala de máquinas,Mudança sobre válvulas (2) para o bombeamento de água de emergência do porão;
FY850,Sala de máquinas,Bomba de porão elétrica;
FY850,Sala de máquinas,Ventiladores Elétricos (2);
FY850,Sala de máquinas,FM200 sistema de combate incêndio com controle automático e manual;
FY850,Sala de máquinas,Entrada de água doce para enchimento e lavagem;
FY850,Sala de máquinas,Indicador nível de combustível no tanque;
"FY850,Sala de máquinas,""Gerador 21,5 KW""";
"FY850,Sala de máquinas,""Gerador 21,5 KW auxiliar""";
"FY850,Sala de máquinas,""Tanque de combustível em fibra de vidro, com capacidade de 6.750lt com tanque de decantação integrado e descarga""";
FY850,Sala de máquinas,Iluminação;
FY850,Sala de máquinas,Painel elétrico principal;
FY850,Sala de máquinas,Lâmpada Portátil;
